Handle ID,Type,Title,Brand,Description,Product Detail,Image Link,Warranty Details,Stock Status,Status
"7759b50b-6f48-4af5-99b6-b497c8a35a90","product","EVM 512GB M.2 NVMe SSD (EVMNV/512GB) 540MB/s Read & 450MB/s Write","EVM","<p>Experience next-level performance with the EVM 512GB M.2 NVMe SSD. Utilizing the PCIe Gen3x4 interface, it delivers significantly faster speeds than traditional SATA SSDs.</p><ul><li><b>Capacity:</b> 512GB</li><li><b>Form Factor:</b> M.2 2280</li><li><b>Interface:</b> PCIe Gen3x4 NVMe 1.3</li><li><b>Warranty:</b> 5-Year Warranty</li></ul><p>Ideal for ultra-thin notebooks and high-performance desktops.</p>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761885246251-p35ddpwxp2e.jpg","","In Stock","active"
"abc7c0ba-f816-4e5e-ad7d-417ca56c9029","product","EVM H110 Motherboard","EVM","<p>Upgrade to DDR4 with the EVM H110 Motherboard, designed for 6th and 7th Generation Intel Core processors.</p><ul><li><b>Chipset:</b> Intel H110</li><li><b>Socket:</b> LGA 1151</li><li><b>Memory Support:</b> Dual Channel DDR4 (2133/2400MHz)</li><li><b>Form Factor:</b> Micro-ATX</li><li><b>Ports:</b> VGA, HDMI, USB 3.0, USB 2.0, LAN</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761370123840-y83of15d1ns.webp","","In Stock","active"
"f0f8d0c9-795e-4e71-b34c-63b78d93c66b","product","EVM 8GB DDR3 1600MHz RAM","EVM","<p>Maximize your DDR3 system's multitasking capabilities with this 8GB memory module from EVM.</p><ul><li><b>Capacity:</b> 8GB</li><li><b>Type:</b> DDR3</li><li><b>Speed:</b> 1600MHz (PC3-12800)</li><li><b>Form Factor:</b> DIMM (Desktop)</li><li><b>Warranty:</b> 10-Year Warranty</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761369754202-as31ga8whff.webp","","In Stock","active"
"d7afae49-9989-4de0-98fc-2b7377414269","product","EVM H81 Motherboard","EVM","<p>A stable motherboard for 4th Generation Intel Core processors. A solid foundation for business and home PCs.</p><ul><li><b>Chipset:</b> Intel H81</li><li><b>Socket:</b> LGA 1150</li><li><b>Memory Support:</b> Dual Channel DDR3 (1066/1333/1600MHz)</li><li><b>Form Factor:</b> Micro-ATX</li><li><b>Ports:</b> VGA, HDMI, USB 3.0, USB 2.0, LAN</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761370261717-4hyuw21ixuq.webp","","In Stock","archived"
"a876111b-37e9-4528-8d8f-2f10af53eb33","product","EVM 8GB DDR4 2666MHz RAM","EVM","<p>A high-performance 8GB DDR4 memory module for modern desktops. Runs at a speedy 2666MHz.</p><ul><li><b>Capacity:</b> 8GB</li><li><b>Type:</b> DDR4</li><li><b>Speed:</b> 2666MHz</li><li><b>Form Factor:</b> DIMM (Desktop)</li><li><b>Warranty:</b> 10-Year Warranty</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761369726802-jf62bvqr1z.webp","","In Stock","active"
"6e96e314-9216-4c14-90d1-553124546f3d","product","EVM 4GB DDR3 1600MHz RAM","EVM","<p>Boost your PC's performance with this 4GB DDR3 memory module. Ideal for systems supporting 1600MHz RAM.</p><ul><li><b>Capacity:</b> 4GB</li><li><b>Type:</b> DDR3</li><li><b>Speed:</b> 1600MHz (PC3-12800)</li><li><b>Form Factor:</b> DIMM (Desktop)</li><li><b>Warranty:</b> 10-Year Warranty</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761369873612-7ou8ocbu7gr.jpg","","In Stock","active"
"d7d2dc66-c94b-48a7-bd25-88220543a74f","product","Enter 19-Inch LED Monitor","Enter","<p>An affordable and reliable 19-inch (18.5-inch viewable) LED monitor from Enter. Perfect for office work, home use, or as a secondary display.</p><ul><li><b>Screen Size:</b> 19-inch (18.5"" diagonal)</li><li><b>Panel Type:</b> LED</li><li><b>Resolution:</b> 1366 x 768 (HD)</li><li><b>Inputs:</b> 1x VGA, 1x HDMI</li><li><b>Design:</b> Slim profile, VESA mount compatible.</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761369632645-221h37lpsbd.webp","","In Stock","active"
"73789119-0812-41e5-96cf-51e1980fd300","product","Zebronics 600VA UPS (Zeb-U725)","Zebronics","<p>Protect your PC and other electronics from power outages with the Zebronics 600VA UPS. Provides essential battery backup and surge protection.</p><ul><li><b>Capacity:</b> 600VA / 360W</li><li><b>Type:</b> Line Interactive</li><li><b>Backup Time:</b> Provides 10-15 minutes of backup (typical PC load).</li><li><b>Features:</b> Automatic Voltage Regulation (AVR), Audible Alarm.</li><li><b>Outlets:</b> 3x India 3-pin outlets (battery backup).</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761369789676-9120xezeuso.webp","","In Stock","active"
"ca4f3b62-0267-4adb-abae-31f544b7cbd0","product","Artis SMP 400C SMPS (Power Supply)","Artis","<p>A reliable standard power supply for basic desktop computers. The Artis 400C provides stable power for home and office builds.</p><ul><li><b>Wattage:</b> 400W (Peak)</li><li><b>Fan:</b> 80mm Cooling Fan</li><li><b>Connectors:</b> 24-pin ATX, 4-pin CPU, SATA, Molex</li><li><b>Protection:</b> Over Voltage Protection (OVP).</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761369519416-zkxln8kd91l.jpg","","In Stock","active"
"de656e83-561b-43c2-bc76-a0189268a05c","product","Quick Heal Internet Security 1 User 1 Year","Quick Heal","<p>Comprehensive antivirus and internet security for your PC. Quick Heal Internet Security protects you from malware, ransomware, and online threats.</p><ul><li><b>Device Support:</b> 1 User (PC)</li><li><b>Subscription:</b> 1 Year License</li><li><b>Protection:</b> Advanced DNAScan, Ransomware Protection, Safe Banking, Firewall.</li><li><b>Type:</b> Digital License / Activation Code.</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761369090229-0tfa805xr63g.webp","","In Stock","active"
"654a3614-94d2-4281-81c3-00300c2d792e","product","TP-Link Archer C6 AC1200 Wireless Router","TP-Link","<p>Upgrade your home network to high-speed dual-band Wi-Fi with the TP-Link Archer C6. It supports the 802.11ac standard and delivers speeds up to 1200Mbps.</p><ul><li><b>Speed:</b> AC1200 (867Mbps on 5GHz + 300Mbps on 2.4GHz)</li><li><b>Antennas:</b> 4x external antennas + 1x internal</li><li><b>Ports:</b> 1x Gigabit WAN, 4x Gigabit LAN</li><li><b>Features:</b> MU-MIMO, Access Point Mode, OneMesh support.</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761369041156-kcnfcjhqyrs.webp","","In Stock","active"
"eb0ef5cc-de7c-4699-93b4-568f4c803236","product","Coconut Vintage Keyboard Combo - Blue","Coconut","<p>A stylish wired keyboard and mouse combo with a retro ""vintage"" typewriter-key design in a striking blue color.</p><ul><li><b>Type:</b> Wired Keyboard + Mouse Combo</li><li><b>Connection:</b> Wired USB (x2)</li><li><b>Design:</b> Vintage Blue, Round Typewriter-style Keycaps</li><li><b>Features:</b> LED backlit keyboard, Ergonomic mouse.</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761338096303-ahw1vp83a9r","","In Stock","active"
"b85797cb-e657-4344-b8fa-8d6520faa1e4","product","Coconut K26 Illume Mechanical Keyboard","Coconut","<p>The Coconut K26 Illume is a full-sized mechanical keyboard built for gamers and typists. Features durable mechanical switches and vibrant illumination.</p><ul><li><b>Type:</b> Mechanical (Blue/Red switches common)</li><li><b>Layout:</b> Full-size 104 Keys</li><li><b>Lighting:</b> LED Backlit (e.g., Rainbow or 7-color)</li><li><b>Build:</b> Metal Panel, Braided Cable</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761337959276-ldx394addf","","In Stock","active"
"57a0e154-58e2-4a6a-bedd-4f26cccad2b6","product","Coconut M16 USB Gaming Mouse - Zeta Black","Coconut","<p>The Coconut M16 is a wired USB gaming mouse designed for comfort and precision. Features customizable RGB lighting to match your setup.</p><ul><li><b>Connection:</b> Wired USB</li><li><b>Design:</b> Ergonomic, Zeta Black, RGB Lighting</li><li><b>DPI:</b> High-Precision Sensor (e.g., up to 3200 DPI)</li><li><b>Buttons:</b> 6 Buttons with scroll wheel.</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761369111688-3bznwnjrika.webp","","In Stock","active"
"8ddc14d4-c4c1-4a7c-ae4a-ff9a30d52920","product","Coconut WM21 Wireless+BT Mouse Kudos - Black","Coconut","<p>The ultimate versatile mouse. The Coconut WM21 can connect via 2.4GHz Wireless (with USB dongle) or directly via Bluetooth, allowing you to switch between devices.</p><ul><li><b>Connection:</b> Dual Mode (2.4GHz Wireless + Bluetooth)</li><li><b>Design:</b> Ergonomic, Black, 6 Buttons</li><li><b>DPI:</b> Adjustable DPI (1000/1600/2400)</li><li><b>Features:</b> Rechargeable Battery, Silent Click.</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761338215276-9zpgsxbvv8.jpg","","In Stock","active"
"475399ba-f4ce-4dd7-913a-e310644652b2","product","Coconut Bling Keyboard Combo - Blue","Coconut","<p>A vibrant and colorful wired keyboard and mouse combo. The ""Bling"" combo features bright LED illumination and a modern design.</p><ul><li><b>Type:</b> Wired Keyboard + Mouse Combo</li><li><b>Connection:</b> Wired USB (x2)</li><li><b>Design:</b> Blue, Ergonomic</li><li><b>Lighting:</b> Rainbow LED Backlit Keyboard, 7-Color LED Mouse</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761337846430-2a6zgq5toe5","","In Stock","active"
"c587718a-44e7-4d28-bb05-3d6fc501f92d","product","Coconut WK29+WM29 Wireless Combo Mini Desire - Black/Grey","Coconut","<p>A sleek and modern wireless keyboard and mouse combo. Features a full-size keyboard with a number pad and an ergonomic mouse.</p><ul><li><b>Type:</b> Wireless Keyboard + Mouse Combo</li><li><b>Connection:</b> 2.4GHz Wireless (Single Receiver)</li><li><b>Design:</b> Slim, Black/Grey, Full-size Keyboard</li><li><b>Features:</b> Quiet keys, Auto sleep mode.</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761338355777-b48cfkovqg","","In Stock","active"
"5e4bf99f-b7ad-46b0-a74f-2bcfbee3c93d","product","Coconut WK31 Bluetooth Keyboard Bravo3- Black","Coconut","<p>A slim, compact, and wireless Bluetooth keyboard. The Coconut WK31 is perfect for connecting to your PC, tablet, or smartphone.</p><ul><li><b>Connection:</b> Bluetooth 3.0</li><li><b>Design:</b> Slim, Mini Keyboard, Black</li><li><b>Compatibility:</b> Windows, macOS, Android, iOS</li><li><b>Features:</b> Scissor-switch keys for quiet typing.</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761338009893-e3mhlg3es5u","","In Stock","active"
"c5ac3bf6-c5fe-4b81-909f-cdaa007b83eb","product","Coconut K27 Wired Keyboard STEEL - Black","Coconut","<p>A simple, reliable, and full-sized wired USB keyboard. The Coconut K27 is perfect for home or office use, featuring a spill-resistant design.</p><ul><li><b>Connection:</b> Wired USB</li><li><b>Layout:</b> Full-size 104 Keys</li><li><b>Design:</b> Standard, Black, Spill-Resistant</li><li><b>Features:</b> Plug and Play, Durable build.</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761337706365-a988osnkdno","","In Stock","active"
"139e18e0-0354-499d-8964-95420cba5184","product","Coconut Desire 2.0 Keyboard Combo - Black/Grey","Coconut","<p>A basic and affordable wired keyboard and mouse combo. The Desire 2.0 is built for reliability and everyday use in the office or at home.</p><ul><li><b>Type:</b> Wired Keyboard + Mouse Combo</li><li><b>Connection:</b> Wired USB (x2)</li><li><b>Design:</b> Standard, Black/Grey, Full-size Keyboard</li><li><b>Features:</b> Plug and Play, Durable and spill-resistant.</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761369378783-40njm3omspm","","In Stock","active"
"f2aad98e-5653-4a4c-8ef9-8810ddb268ae","product","Coconut WM28 Prism Wireless Mouse - Black","Coconut","<p>The Coconut WM28 Prism features eye-catching RGB lighting in a wireless, rechargeable design. Ergonomically built for comfortable use.</p><ul><li><b>Connection:</b> 2.4GHz Wireless via USB Nano Receiver</li><li><b>Battery:</b> Rechargeable via Micro-USB</li><li><b>Lighting:</b> 7-Color RGB ""Prism"" effect</li><li><b>DPI:</b> Adjustable DPI (up to 1600)</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761338270476-tp7qbjxbj2","","In Stock","active"
"66b0620a-f070-47d0-a8dc-1051a184fc90","product","Coconut WM20 Wireless Mouse - Lucid Black","Coconut","<p>Experience wireless freedom with the Coconut WM20. This mouse features a sleek, ergonomic design in a striking Lucid White finish.</p><ul><li><b>Connection:</b> 2.4GHz Wireless via USB Nano Receiver</li><li><b>Design:</b> Ergonomic, Ambidextrous, Lucid White</li><li><b>DPI:</b> Adjustable DPI (800/1200/1600)</li><li><b>Features:</b> Silent Click, Auto Sleep Mode</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761338452954-ockxwdzelw","","In Stock","active"
"85d56631-94fa-411b-98c0-f6dbc884095c","product","Coconut X25 NVMe Enclosure - Space Gray","Coconut","<p>Transform your M.2 NVMe SSD into a super-fast portable external drive. The Coconut X25 features a durable aluminum alloy shell and a high-speed USB 3.1/3.2 interface.</p><ul><li><b>For SSD Type:</b> M.2 NVMe (M-Key / B+M Key)</li><li><b>Interface:</b> USB 3.1/3.2 Gen 2 Type-C</li><li><b>Speed:</b> Up to 10Gbps</li><li><b>Build:</b> Aluminum Alloy, Space Gray</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761336984342-ckpblv6rt7l","","In Stock","active"
"862784e7-6ee2-4c44-82e5-09e5b93c459b","product","Coconut WA04 Wireless Adapter - V2","Coconut","<p>Add Wi-Fi connectivity to your desktop or laptop with this compact USB wireless adapter. The ""V2"" likely indicates an updated chipset or design.</p><ul><li><b>Type:</b> USB Wi-Fi Adapter</li><li><b>Speed:</b> N150 (150Mbps) or N300 (300Mbps)</li><li><b>Interface:</b> USB 2.0</li><li><b>Design:</b> Nano or Mini with small antenna</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761369256408-udorcc20gu8.jpg","","In Stock","active"
"ee67aa17-1079-41f8-9de4-78aef6c97c77","product","Coconut CF01 CPU Cooler - Black","Coconut","<p>An aftermarket air cooler for your CPU. The Coconut CF01 is a top-flow style cooler, providing efficient cooling with an LED fan.</p><ul><li><b>Type:</b> CPU Air Cooler (Top-Flow)</li><li><b>Compatibility:</b> Intel & AMD Sockets</li><li><b>Fan:</b> 90mm or 120mm with LED/RGB lighting</li><li><b>Heatsink:</b> Aluminum Heatsink</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761369181997-081slxovkm6.jpg","","In Stock","active"
"e3a49a0c-906f-4df2-a127-851c7c5c8622","product","Coconut MOB-12 Mobile Stand - Silver","Coconut","<p>A premium, adjustable desktop stand for your smartphone or tablet. Made from durable aluminum alloy, it's perfect for video calls or hands-free viewing.</p><ul><li><b>Type:</b> Mobile/Tablet Desktop Stand</li><li><b>Material:</b> Aluminum Alloy</li><li><b>Color:</b> Silver</li><li><b>Features:</b> Adjustable Angle, Foldable, Anti-slip silicone pads.</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761337213476-mkzol19jf1p","","In Stock","active"
"83bec406-9e4b-4dd0-8d9b-dc79ac3b4e79","product","Coconut CF03 CPU Cooler - Black","Coconut","<p>An aftermarket air cooler for your CPU. The Coconut CF03 provides better cooling performance and quieter operation than stock coolers, with RGB/LED lighting.</p><ul><li><b>Type:</b> CPU Air Cooler</li><li><b>Compatibility:</b> Intel & AMD Sockets (e.g., LGA 115x/1200, AM4)</li><li><b>Fan:</b> 90mm or 120mm with LED/RGB lighting</li><li><b>Heatsink:</b> Aluminum Heatsink</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761337289898-1idq6uw29az","","In Stock","active"
"09a9b4be-230f-41c2-b9bf-7ee830b8d3ce","product","Coconut CBS06 Jammy Bluetooth Speaker - Black","Coconut","<p>A compact and portable Bluetooth speaker. The Coconut CBS06 Jammy delivers clear sound and is easy to carry anywhere.</p><ul><li><b>Connection:</b> Bluetooth 5.0, AUX, USB, MicroSD Card</li><li><b>Power:</b> 5W RMS</li><li><b>Battery:</b> Yes (Rechargeable)</li><li><b>Features:</b> TWS Function, Built-in Mic, FM Radio</li></ul>","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1761337613814-bltng7kle8d","","In Stock","active"
"00256181-2e09-49bf-ac10-ff245e27b244","product","CP PLUS IP 2MP DOME DUALLIGHT (CP-UNC-DA21L3C-LQ)","","The CP-UNC-DA21L3C-LQ is a 2MP Dual Light Dome Camera from the CP Plus Illumax series, designed for versatile surveillance.

Design: It features a low-profile dome (turret) style, making it suitable for discreet ceiling or wall mounting.

Resolution: It delivers 2 Megapixel (1080p Full HD) video resolution.

Dual Light: The camera uses Dual Light technology, offering 30 meters of IR (Infrared) for standard night vision and 30 meters of Warm Light that activates to provide full-color images in very low light conditions.

Connectivity: It is an IP camera and supports PoE (Power over Ethernet).

Other Features: Includes a built-in mic and is rated IP67 for weather resistance.","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1764248962777-cvs4p5pqub9","","In Stock","active"
"ff142575-bf13-4790-9223-3e5200ff531e","product","CP PLUS IP 2MP DUALLIGHT - BULLET (CP-UNC-TA21L3C-LQ)","","The CP-UNC-TA21L3C-LQ is a 2MP Dual Light Bullet Camera from CP Plus.

Video Quality: It captures Full HD 1080p (1920x1080) video at 30 frames per second using a 1/2.8"" CMOS sensor.

Night Vision: Features Dual Light technology, offering an IR (Infrared) range of 30 meters for standard black and white night vision, and a Warm Light range of 30 meters to provide color images in low-light conditions when motion is detected.

Key Features: It has a 3.6mm fixed lens, supports PoE (Power over Ethernet) for simplified installation, and includes a Built-in Mic for audio surveillance.

Durability: It is rated IP67, making it suitable for both indoor and outdoor use.","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1764249411991-6wapp3w9qvk","","In Stock","active"
"3ee6d862-1cbc-4192-866d-62ded06490f5","product","CP PLUS IP 4MP DOME DUALLIGHT (CP-UNC-DA41L3C-D-LQ)","","CP-UNC-DA41L3C-D-LQ Dome Camera
This is a professional-grade 4MP Dual Light Dome Camera from CP Plus, offering high-resolution surveillance with enhanced night vision.

Resolution: Provides sharp, detailed images up to 4 Megapixels (2560 x 1440) at 30 frames per second.

Design: It is a sturdy dome (turret) camera suitable for various mounting environments.

Dual Light: Features 30 meters of IR (Infrared) and 30 meters of Warm Light, allowing the camera to switch to full-color imaging in very low-light conditions.

Advanced Features: Supports true WDR (Wide Dynamic Range - 120dB) for excellent performance in scenes with severe contrast/backlight, includes a Built-in Mic, and is IP67-rated for outdoor use.

Connectivity: Utilizes network IP technology and supports PoE.

This camera is a high-performance 4MP dome solution ideal for environments needing clear detail and superior handling of challenging lighting conditions.","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1764249625096-rfbcalutc5","","In Stock","active"
